sistema,processo,protocolo,codigoAssuntoObra,situacaoDespacho,unidade,dtEmissaoDespacho,dtPublicacaoDespacho,dt_inclusao
AprovaDigital,1020.2022/0013349-8,14991-22-SP-CDT,62ab92fcaabb5e0009739cb6,NULL,SMUL/CONTRU/DSUS,2022-08-03,2022-08-03,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011622-4,14992-22-SP-TAX,62ab93a3c98759000981f98f,NULL,SMUL/CONTRU,2022-09-15,2022-09-15,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011207-5,14994-22-SP-AUT,62aba403c98759000981f997,NULL,SMUL/CAP/DEPROT,2022-06-24,2022-06-24,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012204-6,14995-22-SP-TAX,62aba92a0460eb0009596a7a,NULL,SMUL/CONTRU,2023-01-27,2023-01-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011838-3,14996-22-SP-TAX,62abbec84543030009db8345,NULL,SMUL/CONTRU,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011229-6,15000-22-SP-ALV,62ac7c1c7049650009ce538c,NULL,SMUL/RESID,2023-03-10,2023-03-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011229-6,15000-22-SP-ALV,62ac7c1c7049650009ce538c,NULL,SMUL/RESID,2023-03-10,2023-03-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0010792-6,15003-22-SP-ALV,62ac987de86bb0000970fe77,NULL,SMUL/PARHIS/DHIS,2022-11-25,2022-11-25,2023-08-31 14:46:00
AprovaDigital,1020.2022/0010792-6,15003-22-SP-ALV,62ac987de86bb0000970fe77,NULL,SMUL/PARHIS/DHIS,2022-11-25,2022-11-25,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012656-4,15004-22-SP-ERB,62ac98e8391fdb000922012e,NULL,SMUL/CAP/DEPROT,2022-07-15,2022-07-15,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011508-2,15010-22-SP-ERB,62aca88bfad3840009302137,NULL,SMUL/CAP/DEPROT,2022-06-29,2022-06-29,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011230-0,15012-22-SP-TAX,62acae9a85cd0700099021f1,NULL,SMUL/CONTRU,2022-08-12,2022-08-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011230-0,15012-22-SP-TAX,62acae9a85cd0700099021f1,NULL,SMUL/CONTRU,2022-08-12,2022-08-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0010795-0,15013-22-SP-CCE,62acbb880458de0009217e3a,NULL,SMUL/PARHIS/DHIS,2022-06-24,2022-06-24,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011319-5,15014-22-SP-ERB,62acbe1376a6fd0009496092,NULL,SMUL/CAP/DEPROT,2022-06-25,2022-06-25,2023-08-31 14:46:00
AprovaDigital,1020.2022/0010789-6,15015-22-SP-ALV,62acbfbe0458de0009217e3e,NULL,,2022-06-17,2022-06-17,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011619-4,15016-22-SP-ALV,62acc220fa49af0009ecaa2f,NULL,SMUL/RESID/DRU,2023-06-15,2023-06-15,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011619-4,15016-22-SP-ALV,62acc220fa49af0009ecaa2f,NULL,SMUL/RESID/DRU,2023-06-15,2023-06-15,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011431-0,15017-22-SP-ALV,62acc397fa49af0009ecaa33,NULL,SMUL/PARHIS/DHIS,2022-12-14,2022-12-14,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011127-3,15020-22-SP-ERB,62accb610458de0009217e4c,NULL,SMUL/CAP/DEPROT,2022-06-23,2022-06-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011326-8,15022-22-SP-ERB,62acd1f44e4d5200092d9f3a,NULL,SMUL/CAP/DEPROT,2022-06-25,2022-06-25,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011304-7,15023-22-SP-REF,62acd4fbe8c3d8000917f001,NULL,SMUL/RESID/DRGP,2022-09-08,2022-09-08,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011304-7,15023-22-SP-REF,62acd4fbe8c3d8000917f001,NULL,SMUL/RESID,2023-04-27,2023-04-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0010790-0,15024-22-SP-ALV,62acd6e3f97b63000939230b,NULL,,2022-06-17,2022-06-17,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011646-1,15026-22-SP-ERB,62acd910f97b630009392313,NULL,SMUL/CAP/DEPROT,2022-06-30,2022-06-30,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013188-6,15029-22-SP-ERB,62acebb3e8c3d8000917f017,NULL,SMUL/CAP/DEPROT,2022-07-23,2022-07-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011225-3,15030-22-SP-ALV,62aced2ef8ef0500099629be,NULL,SMUL/RESID/DRGP,2022-09-01,2022-09-01,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011126-5,15031-22-SP-TAX,62acedafd6d9410009688d71,NULL,SMUL/CONTRU,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011134-6,15032-22-SP-TAX,62acef9ae8c3d8000917f01d,NULL,SMUL/CONTRU,2022-10-03,2022-10-03,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011209-1,15033-22-SP-ALV,62acf4f66e07660009ffacf1,NULL,SMUL/RESID/DRGP,2022-12-22,2022-12-22,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011231-8,15034-22-SP-ERB,62ad035a4cf8300009d466d9,NULL,SMUL/CAP/DEPROT,2022-06-24,2022-06-24,2023-08-31 14:46:00
AprovaDigital,1020.2023/0008677-7,28209-23-SP-ALV,6453c3efdc0eea000897ac3a,NULL,SMUL/RESID/DRGP,2023-06-01,2023-06-01,2023-08-31 14:46:00
AprovaDigital,1020.2023/0009033-2,28210-23-SP-APO,6453c3fddc0eea000897aea0,NULL,SMUL/RESID/DRGP,2023-05-26,2023-05-26,2023-08-31 14:46:00
AprovaDigital,1020.2023/0009033-2,28210-23-SP-APO,6453c3fddc0eea000897aea0,NULL,SMUL/RESID/DRGP,2023-05-26,2023-05-26,2023-08-31 14:46:00
AprovaDigital,1020.2023/0008776-5,28223-23-SP-DLR,6453fc7bb03cdc0008b3f3da,NULL,SMUL/CONTRU/DLR,2023-08-24,2023-08-24,2023-08-31 14:46:00
AprovaDigital,1020.2023/0007979-7,28224-23-SP-CCE,6453fd08dba6250008e8d7d8,NULL,SMUL/PARHIS/DHIS,2023-06-07,2023-06-07,2023-08-31 14:46:00
AprovaDigital,1020.2023/0007979-7,28224-23-SP-CCE,6453fd08dba6250008e8d7d8,NULL,SMUL/PARHIS/DHIS,2023-06-07,2023-06-07,2023-08-31 14:46:00
AprovaDigital,1020.2023/0010918-1,28225-23-SP-ERB,64540108fed1f7000834221a,NULL,SMUL/CAP,2023-06-13,2023-06-13,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013623-3,15035-22-SP-ALV,62ad3021da68ba0009addd1c,NULL,SMUL/RESID/DRGP,2023-02-27,2023-02-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013623-3,15035-22-SP-ALV,62ad3021da68ba0009addd1c,NULL,SMUL/RESID,2023-04-26,2023-04-26,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012676-9,15036-22-SP-ERB,62ad31a3da68ba0009addd20,NULL,SMUL/CAP/DEPROT,2022-07-15,2022-07-15,2023-08-31 14:46:00
AprovaDigital,1020.2022/0010976-7,15038-22-SP-ALV,62adedcf0e6aa10009e4446b,NULL,SMUL/PARHIS/DHMP,2023-06-15,2023-06-15,2023-08-31 14:46:00
AprovaDigital,1020.2022/0010811-6,15040-22-SP-ALV,62af4137256e2e0009486be3,NULL,SMUL/PARHIS/DHMP,2023-03-03,2023-03-03,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011130-3,15041-22-SP-TAX,62af871b18d29500090beac4,NULL,SMUL/CONTRU,2022-10-03,2022-10-03,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011725-5,15045-22-SP-AUT,62b06f0591bf50000941648f,NULL,SMUL/RESID/DRGP,2022-07-28,2022-07-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012292-5,15048-22-SP-ERB,62b07d64051fab00093648b2,NULL,SMUL/CAP/DEPROT,2022-07-12,2022-07-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011727-1,15050-22-SP-ERB,62b07fc9f3a20c0009bb28c4,NULL,SMUL/CAP/DEPROT,2022-07-01,2022-07-01,2023-08-31 14:46:00
AprovaDigital,1020.2022/0010801-9,15051-22-SP-ALV,62b08433a4943300096d7594,NULL,,2022-06-20,2022-06-20,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011724-7,15052-22-SP-AUT,62b08700b0dc6200099b1cf3,NULL,SMUL/CAP/DEPROT,2022-07-01,2022-07-01,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011680-1,15053-22-SP-ERB,62b0874df3a20c0009bb28c9,NULL,SMUL/CAP/DEPROT,2022-06-30,2022-06-30,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011726-3,15054-22-SP-ERB,62b08a91f3a20c0009bb28cf,NULL,SMUL/CAP/DEPROT,2022-07-01,2022-07-01,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011232-6,15057-22-SP-ERB,62b0984d56aa900009fb073f,NULL,SMUL/CAP/DEPROT,2022-06-24,2022-06-24,2023-08-31 14:46:00
AprovaDigital,1020.2022/0010804-3,15058-22-SP-ALV,62b09958a5dbbb000931edb2,NULL,,2022-06-20,2022-06-20,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011325-0,15059-22-SP-TAX,62b0a10f84f05200096f55fd,NULL,SMUL/CONTRU,2022-10-03,2022-10-03,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013945-3,15062-22-SP-ERB,62b0a2cc5e0bd400094ab94d,NULL,SMUL/CAP/DEPROT,2022-08-04,2022-08-04,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013620-9,15063-22-SP-ERB,62b0a32dbddde30009dad7e0,NULL,SMUL/CAP/DEPROT,2022-07-30,2022-07-30,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011682-8,15064-22-SP-ERB,62b0ab2668c63b0009209012,NULL,SMUL/CAP/DEPROT,2022-06-30,2022-06-30,2023-08-31 14:46:00
AprovaDigital,1020.2022/0010805-1,15065-22-SP-ALV,62b0abb28e546e00092c9ae9,NULL,,2022-06-20,2022-06-20,2023-08-31 14:46:00
AprovaDigital,1020.2022/0010807-8,15066-22-SP-ALV,62b0b52d9d10ae000925dccd,NULL,,2022-06-20,2022-06-20,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011211-3,15069-22-SP-ALV,62b0b8fcca21660009cc335e,NULL,SMUL/RESID/DRPM,2022-10-13,2022-10-13,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013617-9,15071-22-SP-ERB,62b0ba23ca21660009cc3362,NULL,SMUL/CAP/DEPROT,2022-07-30,2022-07-30,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011801-4,15073-22-SP-CCE,62b0c077dafc6a00096ae273,NULL,SMUL/SERVIN/DSIGP,2023-03-06,2023-03-06,2023-08-31 14:46:00
AprovaDigital,1020.2022/0010897-3,15074-22-SP-SAO,62b0c4ff2fdd4400091bd32f,NULL,SMUL/PARHIS/DPS,2022-11-21,2022-11-21,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013192-4,15075-22-SP-ERB,62b0c50e6ac9140009e17f8f,NULL,SMUL/CAP/DEPROT,2022-07-23,2022-07-23,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011989-4,15519-22-SP-ALV,62bafe4b083a790009292a24,NULL,SMUL/PARHIS/DPS,2022-12-11,2022-12-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011759-0,15520-22-SP-ALV,62bafe7a28ac7b00094c6113,NULL,SMUL/RESID/DRGP,2022-08-08,2022-08-08,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013282-3,15525-22-SP-REF,62bb06cbd5793c0009011f69,NULL,SMUL/SERVIN/DSIGP,2023-03-30,2023-03-30,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014511-9,15526-22-SP-ERB,62bb09738cc600000910e33f,NULL,SMUL/CAP,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011833-2,15528-22-SP-CER,62bb0cb2083a790009292a34,NULL,SMUL/CONTRU/DINS,2023-05-24,2023-05-24,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011980-0,15530-22-SP-TAX,62bb0d8c8cc600000910e34a,NULL,SMUL/CONTRU,2022-10-03,2022-10-03,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012046-9,15531-22-SP-ALV,62bb112e9f3b0600097f247c,NULL,SMUL/RESID/DRPM,2023-03-16,2023-03-16,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014509-7,15532-22-SP-ERB,62bb17e4f21288000925d2df,NULL,SMUL/CAP/DEPROT,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011430-2,15533-22-SP-ALV,62bb18890795080009721f33,NULL,,2022-06-28,2022-06-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014512-7,15535-22-SP-ERB,62bb1fefb33b460009300438,NULL,SMUL/CAP/DEPROT,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014513-5,15538-22-SP-ERB,62bb28161383be0009120326,NULL,SMUL/CAP/DEPROT,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011493-0,15539-22-SP-CCE,62bb299e1383be000912032a,NULL,SMUL/PARHIS/DHIS,2022-12-22,2022-12-22,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011834-0,15540-22-SP-REF,62bb2a990795080009721f41,NULL,SMUL/SERVIN/DSIGP,2023-04-20,2023-04-20,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011834-0,15540-22-SP-REF,62bb2a990795080009721f41,NULL,SMUL/SERVIN/DSIGP,2023-04-20,2023-04-20,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014515-1,15541-22-SP-ERB,62bb2b9c43ae64000972dd27,NULL,SMUL/CAP/DEPROT,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011434-5,15543-22-SP-ALV,62bb347f0842670009baffaa,NULL,,2022-06-28,2022-06-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014514-3,15545-22-SP-ERB,62bb36b8ea93bc0009fa0474,NULL,SMUL/CAP/DEPROT,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0017208-6,15547-22-SP-ERB,62bb3bc4cd2c3a0009e5d699,NULL,SMUL/CAP,2022-09-13,2022-09-13,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011439-6,15549-22-SP-ALV,62bb3e01ea93bc0009fa0484,NULL,,2022-06-28,2022-06-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014505-4,15550-22-SP-ERB,62bb3e86aee8f60009f74451,NULL,SMUL/CAP,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0015534-3,15552-22-SP-ERB,62bb3ffaf8573000090c8545,NULL,SMUL/CAP,2022-08-24,2022-08-24,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012479-0,15553-22-SP-ERB,62bb4075ea93bc0009fa048d,NULL,SMUL/CAP/DEPROT,2022-07-13,2022-07-13,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011441-8,15554-22-SP-CCE,62bb4185592ac00009a86e97,NULL,SMUL/PARHIS/DHMP,2022-10-27,2022-10-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011442-6,15555-22-SP-ALV,62bb4293dc189c00092278e6,NULL,SMUL/PARHIS/DHMP,2022-10-26,2022-10-26,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012220-8,15557-22-SP-ALV,62bb4493b64e5b00094e9a27,NULL,SMUL/RESID/DRU,2023-07-19,2023-07-19,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014507-0,15558-22-SP-ERB,62bb46d914d8be000999089e,NULL,SMUL/CAP/DEPROT,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012091-4,15559-22-SP-ERB,62bb4724ffd52d000ace919d,NULL,SMUL/CAP/DEPROT,2022-07-08,2022-07-08,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011836-7,15560-22-SP-ALV,62bb47e51127130009daa3ba,NULL,SMUL/RESID/DRGP,2022-12-06,2022-12-06,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012285-2,15562-22-SP-ERB,62bb47ffb64e5b00094e9a31,NULL,SMUL/CAP/DEPROT,2022-07-12,2022-07-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014130-0,15565-22-SP-AUT,62bb4964ffd52d000ace91a6,NULL,SMUL/CAP/DEPROT,2022-08-08,2022-08-08,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011749-2,15566-22-SP-APO,62bb4a723a58990009e0566b,NULL,SMUL/RESID/DRGP,2022-07-21,2022-07-21,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011832-4,15568-22-SP-ALV,62bb4eaf1127130009daa3c6,NULL,SMUL/RESID/DRPM,2023-03-21,2023-03-21,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011444-2,15571-22-SP-APO,62bb52533a58990009e0567f,NULL,SMUL/PARHIS/DHMP,2023-03-05,2023-03-05,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013169-0,15573-22-SP-ALV,62bb574cefdff9000979eae1,NULL,SMUL/RESID/DRPM,2023-02-02,2023-02-02,2023-08-31 14:46:00
AprovaDigital,1020.2023/0008151-1,28272-23-SP-CCE,64556f7c1c37b80008fbdb51,NULL,SMUL/PARHIS/DHMP,2023-07-19,2023-07-19,2023-08-31 14:46:00
AprovaDigital,1020.2023/0010686-7,28274-23-SP-ERB,645576b23489f8000853b0f2,NULL,,2023-06-12,2023-06-12,2023-08-31 14:46:00
AprovaDigital,1020.2023/0008317-4,28275-23-SP-ALV,645579ef8594860008676724,NULL,SMUL/PARHIS/DHMP,2023-06-21,2023-06-21,2023-08-31 14:46:00
AprovaDigital,1020.2023/0008573-8,28283-23-SP-ALV,6458deb6341f0100086728f9,NULL,SMUL/RESID/DRPM,2023-06-28,2023-06-28,2023-08-31 14:46:00
AprovaDigital,1020.2023/0008179-1,28287-23-SP-CCE,6458ec846657b1000832df91,NULL,SMUL/PARHIS/DHMP,2023-05-23,2023-05-23,2023-08-31 14:46:00
AprovaDigital,1020.2023/0008181-3,28291-23-SP-TAX,6458f05eec9eae00086b2679,NULL,SMUL/PARHIS,2023-06-07,2023-06-07,2023-08-31 14:46:00
AprovaDigital,1020.2023/0008183-0,28292-23-SP-TAX,6458f22b17ef6c000847c3c3,NULL,SMUL/PARHIS,2023-06-07,2023-06-07,2023-08-31 14:46:00
AprovaDigital,1020.2023/0008183-0,28292-23-SP-TAX,6458f22b17ef6c000847c3c3,NULL,SMUL/PARHIS,2023-06-07,2023-06-07,2023-08-31 14:46:00
AprovaDigital,1020.2023/0008577-0,28296-23-SP-CCE,6458ff22719115000895f192,NULL,SMUL/RESID/DRGP,2023-05-22,2023-05-22,2023-08-31 14:46:00
AprovaDigital,1020.2023/0009022-7,28297-23-SP-APO,6459079e4fa7c70008f0db33,NULL,SMUL/RESID/DRGP,2023-05-26,2023-05-26,2023-08-31 14:46:00
AprovaDigital,1020.2023/0009022-7,28297-23-SP-APO,6459079e4fa7c70008f0db33,NULL,SMUL/RESID/DRGP,2023-05-26,2023-05-26,2023-08-31 14:46:00
AprovaDigital,1020.2023/0013086-5,28300-23-SP-DIR,64590d6b3b7a3300081b8d7b,NULL,SMUL/PARHIS/DPS,2023-08-09,2023-08-09,2023-08-31 14:46:00
AprovaDigital,1020.2023/0008671-8,28301-23-SP-ALV,64591253a1373e0008bfd91b,NULL,SMUL/SERVIN/DSIMP,2023-07-21,2023-07-21,2023-08-31 14:46:00
AprovaDigital,1020.2023/0008671-8,28301-23-SP-ALV,64591253a1373e0008bfd91b,NULL,SMUL/SERVIN/DSIMP,2023-07-21,2023-07-21,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014917-3,15574-22-SP-ERB,62bb58464148780009c0126a,NULL,SMUL/CAP,2022-08-16,2022-08-16,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012092-2,15575-22-SP-ERB,62bb59a4529c6c00099f6f7f,NULL,SMUL/CAP/DEPROT,2022-07-08,2022-07-08,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011748-4,15576-22-SP-ALV,62bb5add4148780009c01274,NULL,SMUL/RESID/DRGP,2022-10-17,2022-10-17,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012386-7,15577-22-SP-CCE,62bb5b404148780009c01278,NULL,SMUL/RESID/DRGP,2022-10-13,2022-10-13,2023-08-31 14:46:00
AprovaDigital,1020.2022/0018567-6,15580-22-SP-ERB,62bb5eeb529c6c00099f6f89,NULL,SMUL/CAP,2022-09-28,2022-09-28,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012224-0,15583-22-SP-CER,62bb6009dba90a0009bbd569,NULL,SMUL/CONTRU/DSUS,2023-05-11,2023-05-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014640-9,15584-22-SP-ERB,62bb62264148780009c01280,NULL,SMUL/CAP/DEPROT,2022-08-12,2022-08-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014643-3,15585-22-SP-ERB,62bb6249dba90a0009bbd56d,NULL,SMUL/CAP/DEPROT,2022-08-12,2022-08-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012385-9,15587-22-SP-AUT,62bb637706689c0009721755,NULL,SMUL/CAP/DEPROT,2022-07-12,2022-07-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012348-4,15588-22-SP-ERB,62bb6511dba90a0009bbd571,NULL,SMUL/CAP/DEPROT,2022-07-12,2022-07-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014508-9,15590-22-SP-ERB,62bb698edba90a0009bbd57a,NULL,SMUL/CAP/DEPROT,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011975-4,15591-22-SP-AUT,62bb6f81c2a505000900f72f,NULL,SMUL/CAP/DEPROT,2022-07-06,2022-07-06,2023-08-31 14:46:00
AprovaDigital,1020.2022/0011828-6,15595-22-SP-TAX,62bb8191f7c56000095f1477,NULL,SMUL/CONTRU,2022-09-15,2022-09-15,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014510-0,15596-22-SP-ERB,62bb83bc74e76d0009d18c65,NULL,SMUL/CAP/DEPROT,2022-08-11,2022-08-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012124-4,15598-22-SP-ERB,62bb88093f432b0009d7056d,NULL,SMUL/CAP/DEPROT,2022-07-09,2022-07-09,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012313-1,15600-22-SP-CDT,62bb8c659528070009a36500,NULL,SMUL/CONTRU/DINS,2023-05-10,2023-05-10,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012125-2,15601-22-SP-ERB,62bb97a568379f0009283016,NULL,SMUL/CAP/DEPROT,2022-07-09,2022-07-09,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012090-6,15603-22-SP-ERB,62bba1458e9c1d0009761f5b,NULL,SMUL/CAP/DEPROT,2022-07-08,2022-07-08,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012113-9,16103-22-SP-ALV,62c839199d7ae90009dc8716,NULL,,2022-07-08,2022-07-08,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013358-7,16104-22-SP-ERB,62c83966a508ff000a01e582,NULL,SMUL/CAP/DEPROT,2022-07-27,2022-07-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012588-6,16106-22-SP-AUT,62c83a24b3882d0009230f51,NULL,SMUL/PARHIS/DHIS,2023-02-07,2023-02-07,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012588-6,16106-22-SP-AUT,62c83a24b3882d0009230f51,NULL,SMUL/PARHIS/DHIS,2023-02-07,2023-02-07,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012114-7,16107-22-SP-ALV,62c83a41a508ff000a01e586,NULL,,2022-07-08,2022-07-08,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013357-9,16109-22-SP-ERB,62c83e8ca1453f0008e62d27,NULL,SMUL/CAP/DEPROT,2022-07-27,2022-07-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0024147-9,16110-22-SP-ERB,62c840dc7dbe6d0009b46c7b,NULL,SMUL/CAP,2022-12-24,2022-12-24,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012608-4,16111-22-SP-ALV,62c84188125532000a545573,NULL,SMUL/RESID/DRPM,2022-10-11,2022-10-11,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013102-9,16112-22-SP-ERB,62c84599ecc6ad00097dee9a,NULL,SMUL/CAP/DEPROT,2022-07-22,2022-07-22,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012924-5,16115-22-SP-ERB,62c846c0ea6f6700097f2e24,NULL,SMUL/CAP/DEPROT,2022-07-20,2022-07-20,2023-08-31 14:46:00
AprovaDigital,1020.2023/0002802-5,16117-22-SP-ERB,62c855a3d907310009cc2cb3,NULL,SMUL/CAP/DEPROT,2023-02-17,2023-02-17,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012606-8,16119-22-SP-REF,62c857500d4e800009fce933,NULL,SMUL/RESID/DRPM,2023-05-16,2023-05-16,2023-08-31 14:46:00
AprovaDigital,1020.2022/0019928-6,16120-22-SP-ERB,62c8576d7e2aa3000a9a6e23,NULL,SMUL/CAP,2022-10-15,2022-10-15,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012609-2,16122-22-SP-ALV,62c85eab4aeecc000999d88d,NULL,SMUL/RESID/DRGP,2023-03-09,2023-03-09,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012609-2,16122-22-SP-ALV,62c85eab4aeecc000999d88d,NULL,SMUL/RESID,2023-06-26,2023-06-26,2023-08-31 14:46:00
AprovaDigital,1020.2022/0014706-5,16123-22-SP-ERB,62c8616c4aeecc000999d893,NULL,SMUL/CAP,2022-08-12,2022-08-12,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012837-0,16124-22-SP-CER,62c8629bd907310009cc2cc5,NULL,SMUL/CONTRU/DACESS,2023-02-27,2023-02-27,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012115-5,16127-22-SP-ALV,62c8664bd907310009cc2ccd,NULL,,2022-07-08,2022-07-08,2023-08-31 14:46:00
AprovaDigital,1020.2022/0015899-7,16129-22-SP-ERB,62c867effe88460009834dac,NULL,SMUL/CAP,2022-09-26,2022-09-26,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012117-1,16130-22-SP-ALV,62c868d74aeecc000999d89e,NULL,,2022-07-08,2022-07-08,2023-08-31 14:46:00
AprovaDigital,1020.2022/0012599-1,16132-22-SP-ALV,62c86d0a0aef6200098cacc8,NULL,SMUL/RESID/DRPM,2023-06-26,2023-06-26,2023-08-31 14:46:00
AprovaDigital,1020.2022/0013354-4,16133-22-SP-ERB,62c86e853a47a90009c94ac3,NULL,SMUL/CAP/DEPROT,2022-07-27,2022-07-27,2023-08-31 14:46:00
