sistema,processo,protocolo,codigoAssuntoObra,situacaoComuniqueSe,unidade,codigoComuniquese,dtEmissaoComuniquese,dtPublicacaoComuniquese,dt_inclusao,responsavel
AprovaDigital,1020.2021/0012120-0,6163-21-SP-APO,612e882d7cf9b40009923f3e,NULL,SMUL/PARHIS/DHIS,NULL,2021-10-26,2021-10-26,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012122-6,6162-21-SP-ALV,612e82c50991d10008a7305b,NULL,SMUL/PARHIS,NULL,2022-06-13,2022-06-13,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012122-6,6162-21-SP-ALV,612e82c50991d10008a7305b,NULL,SMUL/PARHIS/DHIS,NULL,2022-09-29,2022-09-29,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012125-0,6169-21-SP-ALV,612e9743c24e2f0008c7e508,NULL,SMUL/PARHIS/DHIS,NULL,2021-12-06,2021-12-06,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012128-5,6186-21-SP-ALV,612f86130989df00098cbaa7,NULL,SMUL/PARHIS/DHIS,NULL,2022-06-29,2022-06-29,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012156-0,5326-21-SP-ALV,610d7c140d49520008908573,NULL,SMUL/RESID/DRGP,NULL,2021-12-01,2021-12-01,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012156-0,5326-21-SP-ALV,610d7c140d49520008908573,NULL,SMUL/RESID/DRGP,NULL,2022-01-06,2022-01-06,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012160-9,5304-21-SP-REF,610d444a217870000838cd05,NULL,SMUL/COMIN/DCIMP,NULL,2022-04-26,2022-04-26,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012160-9,5304-21-SP-REF,610d444a217870000838cd05,NULL,SMUL/COMIN/DCIMP,NULL,2022-05-24,2022-05-24,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012169-2,5083-21-SP-ALV,6103098cbb6d01000af697a7,NULL,SMUL/RESID/DRGP,NULL,2022-04-12,2022-04-12,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012169-2,5083-21-SP-ALV,6103098cbb6d01000af697a7,NULL,SMUL/RESID/DRGP,NULL,2022-08-09,2022-08-09,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012169-2,5083-21-SP-ALV,6103098cbb6d01000af697a7,NULL,SMUL/RESID/DRGP,NULL,2023-01-05,2023-01-05,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012174-9,5553-21-SP-ALV,611aa90e604c5d0009750852,NULL,SMUL/RESID/DRGP,NULL,2022-06-08,2022-06-08,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012178-1,5686-21-SP-CER,611e604811a94000091bd51a,NULL,SMUL/CONTRU/DACESS,NULL,2022-03-02,2022-03-02,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012178-1,5686-21-SP-CER,611e604811a94000091bd51a,NULL,SMUL/CONTRU/DACESS,NULL,2022-04-08,2022-04-08,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012178-1,5686-21-SP-CER,611e604811a94000091bd51a,NULL,SMUL/CONTRU/DACESS,NULL,2022-08-11,2022-08-11,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012178-1,5686-21-SP-CER,611e604811a94000091bd51a,NULL,SMUL/CONTRU/DACESS,NULL,2022-09-05,2022-09-05,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012181-1,5732-21-SP-CER,611ec74d8dd89d000885357e,NULL,SMUL/CONTRU/DACESS,NULL,2021-09-17,2021-09-17,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012181-1,5732-21-SP-CER,611ec74d8dd89d000885357e,NULL,SMUL/CONTRU/DACESS,NULL,2021-10-30,2021-10-30,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012184-6,5767-21-SP-REF,611fd76b7a2a5900098feff0,NULL,SMUL/COMIN/DCIMP,NULL,2022-01-28,2022-01-28,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012184-6,5767-21-SP-REF,611fd76b7a2a5900098feff0,NULL,SMUL/COMIN/DCIMP,NULL,2022-03-25,2022-03-25,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012186-2,6180-21-SP-ALV,612f7ef71e79f600089dce78,NULL,SMUL/PARHIS/DHIS,NULL,2021-09-22,2021-09-22,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012186-2,6180-21-SP-ALV,612f7ef71e79f600089dce78,NULL,SMUL/PARHIS/DHIS,NULL,2022-06-06,2022-06-06,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012193-5,5857-21-SP-ALV,6124de24182d930008b3b749,NULL,SMUL/SERVIN/DSIMP,NULL,2022-08-11,2022-08-11,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012193-5,5857-21-SP-ALV,6124de24182d930008b3b749,NULL,SMUL/SERVIN/DSIMP,NULL,2022-10-24,2022-10-24,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012193-5,5857-21-SP-ALV,6124de24182d930008b3b749,NULL,SMUL/SERVIN/DSIMP,NULL,2023-06-07,2023-06-07,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012196-0,5615-21-SP-TAX,611c29013db202000939482d,NULL,SMUL/CONTRU/DACESS,NULL,2021-10-13,2021-10-13,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012199-4,5864-21-SP-ALV,6124f71a1bc77400097f0942,NULL,SMUL/RESID/DRGP,NULL,2022-05-11,2022-05-11,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012199-4,5864-21-SP-ALV,6124f71a1bc77400097f0942,NULL,SMUL/RESID/DRGP,NULL,2022-06-10,2022-06-10,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012199-4,5864-21-SP-ALV,6124f71a1bc77400097f0942,NULL,SMUL/RESID/DRGP,NULL,2022-06-29,2022-06-29,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012203-6,5925-21-SP-ALV,6126565abeece200089ef3d9,NULL,SMUL/RESID/DRGP,NULL,2022-04-20,2022-04-20,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012203-6,5925-21-SP-ALV,6126565abeece200089ef3d9,NULL,SMUL/RESID/DRGP,NULL,2022-05-18,2022-05-18,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012203-6,5925-21-SP-ALV,6126565abeece200089ef3d9,NULL,SMUL/RESID/DRGP,NULL,2022-07-14,2022-07-14,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012203-6,5925-21-SP-ALV,6126565abeece200089ef3d9,NULL,SMUL/RESID/DRGP,NULL,2022-08-25,2022-08-25,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012203-6,5925-21-SP-ALV,6126565abeece200089ef3d9,NULL,SMUL/RESID/DRGP,NULL,2022-12-01,2022-12-01,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012204-4,5906-21-SP-CER,6125a56ec6edbd0009dfb3d3,NULL,SMUL/CONTRU/DACESS,NULL,2023-01-10,2023-01-10,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012206-0,5819-21-SP-ALV,6123b494d3587700085ad171,NULL,SMUL/RESID/DRPM,NULL,2022-07-22,2022-07-22,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012206-0,5819-21-SP-ALV,6123b494d3587700085ad171,NULL,SMUL/PARHIS/DPS,NULL,2022-10-18,2022-10-18,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012206-0,5819-21-SP-ALV,6123b494d3587700085ad171,NULL,SMUL/PARHIS/DPS,NULL,2022-11-18,2022-11-18,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012207-9,6195-21-SP-ALV,612fa500dcdf3f000937d571,NULL,SMUL/PARHIS/DHMP,NULL,2022-12-21,2022-12-21,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012207-9,6195-21-SP-ALV,612fa500dcdf3f000937d571,NULL,SMUL/PARHIS/DHMP,NULL,2023-04-26,2023-04-26,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012207-9,6195-21-SP-ALV,612fa500dcdf3f000937d571,NULL,SMUL/PARHIS/DHMP,NULL,2023-06-29,2023-06-29,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012208-7,5520-21-SP-ALV,6116cde6d453dc00094d38cb,NULL,SMUL/RESID/DRGP,NULL,2022-06-24,2022-06-24,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012208-7,5520-21-SP-ALV,6116cde6d453dc00094d38cb,NULL,SMUL/RESID/DRGP,NULL,2022-07-20,2022-07-20,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012208-7,5520-21-SP-ALV,6116cde6d453dc00094d38cb,NULL,SMUL/RESID/DRGP,NULL,2023-02-23,2023-02-23,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012210-9,5961-21-SP-ALV,6126b04763141c0008ff690e,NULL,SMUL/RESID/DRGP,NULL,2021-12-01,2021-12-01,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012211-7,5967-21-SP-ALV,6126bd0863141c0008ff691e,NULL,SMUL/RESID/DRPM,NULL,2021-10-06,2021-10-06,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012212-5,6206-21-SP-ALV,612fd202f6370d0008ea1f3c,NULL,SMUL/PARHIS/DHMP,NULL,2023-03-27,2023-03-27,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012212-5,6206-21-SP-ALV,612fd202f6370d0008ea1f3c,NULL,SMUL/PARHIS/DHMP,NULL,2023-06-05,2023-06-05,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012214-1,6098-21-SP-ALV,612cee10e8ec0d00096c65fd,NULL,SMUL/PARHIS/DHMP,NULL,2022-11-21,2022-11-21,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012214-1,6098-21-SP-ALV,612cee10e8ec0d00096c65fd,NULL,SMUL/PARHIS/DHMP,NULL,2023-03-16,2023-03-16,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012214-1,6098-21-SP-ALV,612cee10e8ec0d00096c65fd,NULL,SMUL/PARHIS/DHMP,NULL,2023-04-28,2023-04-28,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012214-1,6098-21-SP-ALV,612cee10e8ec0d00096c65fd,NULL,SMUL/PARHIS/DHMP,NULL,2023-06-07,2023-06-07,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012215-0,6059-21-SP-CER,61291ed9bd2c5700087b9830,NULL,SMUL/CONTRU/DACESS,NULL,2022-03-03,2022-03-03,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012215-0,6059-21-SP-CER,61291ed9bd2c5700087b9830,NULL,SMUL/CONTRU/DACESS,NULL,2022-09-19,2022-09-19,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012215-0,6059-21-SP-CER,61291ed9bd2c5700087b9830,NULL,SMUL/CONTRU/DACESS,NULL,2023-03-17,2023-03-17,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012225-7,6213-21-SP-ALV,612fda8594d2110008419edb,NULL,SMUL/PARHIS/DHIS,NULL,2022-08-25,2022-08-25,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012225-7,6213-21-SP-ALV,612fda8594d2110008419edb,NULL,SMUL/PARHIS/DHIS,NULL,2023-01-23,2023-01-23,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012258-3,6233-21-SP-ALV,6130ccb5001ced0008558418,NULL,SMUL/PARHIS/DHMP,NULL,2022-08-16,2022-08-16,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012260-5,4197-21-SP-ALV,60d7744dc778970008cb714d,NULL,SMUL/RESID/DRGP,NULL,2022-03-30,2022-03-30,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012260-5,4197-21-SP-ALV,60d7744dc778970008cb714d,NULL,SMUL/RESID/DRGP,NULL,2022-04-27,2022-04-27,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012260-5,4197-21-SP-ALV,60d7744dc778970008cb714d,NULL,SMUL/RESID/DRGP,NULL,2022-10-19,2022-10-19,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012260-5,4197-21-SP-ALV,60d7744dc778970008cb714d,NULL,SMUL/RESID/DRGP,NULL,2022-11-18,2022-11-18,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012269-9,5050-21-SP-REF,6101c7715920970008574df7,NULL,SMUL/COMIN/DCIGP,NULL,2022-01-21,2022-01-21,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012271-0,5644-21-SP-ALV,611d4382c2806d00085ba84b,NULL,SMUL/RESID/DRU,NULL,2022-04-18,2022-04-18,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012271-0,5644-21-SP-ALV,611d4382c2806d00085ba84b,NULL,SMUL/RESID/DRGP,NULL,2022-09-22,2022-09-22,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012271-0,5644-21-SP-ALV,611d4382c2806d00085ba84b,NULL,SMUL/RESID/DRGP,NULL,2022-11-24,2022-11-24,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012275-3,6149-21-SP-ALV,612e655d3e753a0008c095f1,NULL,SMUL/PARHIS,NULL,2022-08-25,2022-08-25,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012278-8,6001-21-SP-ALV,6127ac2e99432f00086b1926,NULL,SMUL/RESID/DRGP,NULL,2022-01-17,2022-01-17,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012278-8,6001-21-SP-ALV,6127ac2e99432f00086b1926,NULL,SMUL/RESID/DRGP,NULL,2022-01-26,2022-01-26,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012282-6,6046-21-SP-CER,6128ec7ccf7f1d000845d1f1,NULL,SMUL/CONTRU/DINS,NULL,2022-04-25,2022-04-25,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012284-2,6101-21-SP-HEL,612d0c657f2fcd00084cb3ac,NULL,SMUL/CONTRU/DINS,NULL,2022-08-18,2022-08-18,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012284-2,6101-21-SP-HEL,612d0c657f2fcd00084cb3ac,NULL,SMUL/CONTRU/DINS,NULL,2023-05-04,2023-05-04,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012286-9,5697-21-SP-TAX,611e8cdbd82ffa00089d3c65,NULL,SMUL/CONTRU/DACESS,NULL,2021-10-20,2021-10-20,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012286-9,5697-21-SP-TAX,611e8cdbd82ffa00089d3c65,NULL,SMUL/CONTRU/DACESS,NULL,2021-11-29,2021-11-29,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012286-9,5697-21-SP-TAX,611e8cdbd82ffa00089d3c65,NULL,SMUL/CONTRU/DLR,NULL,2022-01-26,2022-01-26,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012286-9,5697-21-SP-TAX,611e8cdbd82ffa00089d3c65,NULL,SMUL/CONTRU/DLR,NULL,2022-03-07,2022-03-07,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012288-5,5711-21-SP-TAX,611ea8f38d64cb00081d06b2,NULL,SMUL/CONTRU/DLR,NULL,2022-01-13,2022-01-13,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012291-5,6022-21-SP-ALV,6127e06ab25a7c000823411c,NULL,SMUL/COMIN/DCIMP,NULL,2023-03-02,2023-03-02,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012292-3,5991-21-SP-ALV,6127a1588f63990009729bbc,NULL,SMUL/RESID/DRGP,NULL,2021-11-18,2021-11-18,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012292-3,5991-21-SP-ALV,6127a1588f63990009729bbc,NULL,SMUL/RESID/DRGP,NULL,2022-01-11,2022-01-11,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012295-8,5430-21-SP-CER,6113e5c65e21a10009ced798,NULL,SMUL/CONTRU/DACESS,NULL,2022-02-11,2022-02-11,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012295-8,5430-21-SP-CER,6113e5c65e21a10009ced798,NULL,SMUL/CONTRU/DACESS,NULL,2023-03-07,2023-03-07,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012295-8,5430-21-SP-CER,6113e5c65e21a10009ced798,NULL,SMUL/CONTRU/DACESS,NULL,2023-07-25,2023-07-25,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012295-8,5430-21-SP-CER,6113e5c65e21a10009ced798,NULL,SMUL/CONTRU/DACESS,NULL,2023-08-24,2023-08-24,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012296-6,6103-21-SP-ALV,612d11e3cfabb500080c8c12,NULL,SMUL/RESID/DRPM,NULL,2022-08-08,2022-08-08,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012297-4,6106-21-SP-ALV,612d158d36154500081ebd22,NULL,SMUL/RESID/DRGP,NULL,2022-05-16,2022-05-16,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012297-4,6106-21-SP-ALV,612d158d36154500081ebd22,NULL,SMUL/RESID/DRGP,NULL,2022-09-22,2022-09-22,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012297-4,6106-21-SP-ALV,612d158d36154500081ebd22,NULL,SMUL/RESID/DRGP,NULL,2022-12-07,2022-12-07,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012297-4,6106-21-SP-ALV,612d158d36154500081ebd22,NULL,SMUL/RESID/DRGP,NULL,2023-01-05,2023-01-05,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012298-2,5913-21-SP-ALV,61263c8d4bd13600082a4205,NULL,SMUL/RESID/DRGP,NULL,2022-04-26,2022-04-26,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012298-2,5913-21-SP-ALV,61263c8d4bd13600082a4205,NULL,SMUL/RESID/DRGP,NULL,2022-05-27,2022-05-27,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012298-2,5913-21-SP-ALV,61263c8d4bd13600082a4205,NULL,SMUL/RESID/DRGP,NULL,2022-07-21,2022-07-21,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012298-2,5913-21-SP-ALV,61263c8d4bd13600082a4205,NULL,SMUL/RESID/DRGP,NULL,2022-09-15,2022-09-15,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012298-2,5913-21-SP-ALV,61263c8d4bd13600082a4205,NULL,SMUL/RESID/DRU,NULL,2023-06-28,2023-06-28,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012299-0,6070-21-SP-DEM,6129492603f10600082d659c,NULL,SMUL/COMIN/DCIMP,NULL,2023-02-23,2023-02-23,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012299-0,6070-21-SP-DEM,6129492603f10600082d659c,NULL,SMUL/COMIN/DCIMP,NULL,2023-04-13,2023-04-13,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012300-8,5960-21-SP-REF,6126ad4722a8cb00088816ab,NULL,SMUL/COMIN/DCIGP,NULL,2023-03-15,2023-03-15,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012302-4,5994-21-SP-ALV,6127a3c0becdb10009e80bb6,NULL,SMUL/RESID/DRGP,NULL,2022-01-17,2022-01-17,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012302-4,5994-21-SP-ALV,6127a3c0becdb10009e80bb6,NULL,SMUL/RESID/DRGP,NULL,2022-01-26,2022-01-26,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012303-2,6090-21-SP-ALV,612cda144c8162000a365b35,NULL,SMUL/RESID/DRGP,NULL,2022-09-22,2022-09-22,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012305-9,6130-21-SP-ALV,612d8e6e09a7ea000958d6e7,NULL,SMUL/PARHIS/DHMP,NULL,2021-09-23,2021-09-23,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012305-9,6130-21-SP-ALV,612d8e6e09a7ea000958d6e7,NULL,SMUL/PARHIS/DHMP,NULL,2021-11-08,2021-11-08,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012305-9,6130-21-SP-ALV,612d8e6e09a7ea000958d6e7,NULL,SMUL/PARHIS/DHIS,NULL,2021-12-07,2021-12-07,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012306-7,6158-21-SP-CER,612e7873a3780b0008537749,NULL,SMUL/CONTRU/DINS,NULL,2022-04-25,2022-04-25,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012307-5,6009-21-SP-TAX,6127bf3c53bd310008b0a709,NULL,SMUL/CONTRU/DACESS,NULL,2021-10-18,2021-10-18,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012308-3,6143-21-SP-TAX,612e48f6669d060008945fee,NULL,SMUL/CONTRU/DACESS,NULL,2021-10-18,2021-10-18,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012308-3,6143-21-SP-TAX,612e48f6669d060008945fee,NULL,SMUL/CONTRU/DACESS,NULL,2021-11-25,2021-11-25,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012310-5,4178-21-SP-REF,60d61e370c908f0008d037f5,NULL,SMUL/COMIN/DCIMP,NULL,2021-09-24,2021-09-24,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012322-9,6259-21-SP-ALV,61312af37e54b40008fe08c6,NULL,SMUL/PARHIS/DHIS,NULL,2022-07-12,2022-07-12,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012322-9,6259-21-SP-ALV,61312af37e54b40008fe08c6,NULL,SMUL/PARHIS/DHIS,NULL,2022-08-09,2022-08-09,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012323-7,6266-21-SP-ALV,613144df5bdaaa0008a24a55,NULL,SMUL/PARHIS/DHIS,NULL,2022-04-07,2022-04-07,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012323-7,6266-21-SP-ALV,613144df5bdaaa0008a24a55,NULL,SMUL/PARHIS/DHIS,NULL,2022-06-30,2022-06-30,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012323-7,6266-21-SP-ALV,613144df5bdaaa0008a24a55,NULL,SMUL/PARHIS/DHIS,NULL,2023-01-30,2023-01-30,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012324-5,6276-21-SP-ALV,61320bc772f08200085fafb5,NULL,SMUL/PARHIS,NULL,2021-11-18,2021-11-18,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012325-3,6053-21-SP-ALV,612912df0cc2b20008cd51e1,NULL,SMUL/PARHIS/DHIS,NULL,2023-08-09,2023-08-09,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012326-1,5911-21-SP-CER,61263bb16cbe1c000838f4e4,NULL,SMUL/CONTRU/DINS,NULL,2022-06-01,2022-06-01,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012326-1,5911-21-SP-CER,61263bb16cbe1c000838f4e4,NULL,SMUL/CONTRU/DINS,NULL,2022-08-23,2022-08-23,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012326-1,5911-21-SP-CER,61263bb16cbe1c000838f4e4,NULL,SMUL/CONTRU/DINS,NULL,2023-04-24,2023-04-24,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012326-1,5911-21-SP-CER,61263bb16cbe1c000838f4e4,NULL,SMUL/CONTRU/DINS,NULL,2023-07-24,2023-07-24,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012327-0,6054-21-SP-CER,6129144571d64800086e7a87,NULL,SMUL/CONTRU/DINS,NULL,2021-12-01,2021-12-01,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012327-0,6054-21-SP-CER,6129144571d64800086e7a87,NULL,SMUL/CONTRU/DINS,NULL,2023-01-05,2023-01-05,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012328-8,5910-21-SP-CDT,612637197e63ef0009126513,NULL,SMUL/CONTRU/DINS,NULL,2022-04-25,2022-04-25,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012328-8,5910-21-SP-CDT,612637197e63ef0009126513,NULL,SMUL/CONTRU/DINS,NULL,2022-05-26,2022-05-26,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012328-8,5910-21-SP-CDT,612637197e63ef0009126513,NULL,SMUL/CONTRU/DINS,NULL,2023-04-25,2023-04-25,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012329-6,6067-21-SP-CER,61293f62025672000745ca98,NULL,SMUL/CONTRU/DSUS,NULL,2021-11-23,2021-11-23,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012329-6,6067-21-SP-CER,61293f62025672000745ca98,NULL,SMUL/CONTRU/DSUS,NULL,2022-02-09,2022-02-09,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012331-8,5647-21-SP-ALV,611d47fb2bb6620008c9062e,NULL,SMUL/RESID/DRPM,NULL,2022-08-15,2022-08-15,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012331-8,5647-21-SP-ALV,611d47fb2bb6620008c9062e,NULL,SMUL/RESID/DRPM,NULL,2022-09-20,2022-09-20,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012331-8,5647-21-SP-ALV,611d47fb2bb6620008c9062e,NULL,SMUL/RESID/DRPM,NULL,2022-11-18,2022-11-18,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012332-6,5950-21-SP-ALV,61269e012500cf00082d3520,NULL,SMUL/RESID,NULL,2021-11-29,2021-11-29,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012332-6,5950-21-SP-ALV,61269e012500cf00082d3520,NULL,SMUL/RESID,NULL,2022-01-11,2022-01-11,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012337-7,6108-21-SP-REF,612d190c459f580008751715,NULL,SMUL/COMIN/DCIMP,NULL,2022-03-08,2022-03-08,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012337-7,6108-21-SP-REF,612d190c459f580008751715,NULL,SMUL/COMIN/DCIMP,NULL,2022-04-25,2022-04-25,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012340-7,5940-21-SP-ALV,612680500dff4e0009fc186f,NULL,SMUL/PARHIS/DPS,NULL,2022-02-14,2022-02-14,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012343-1,6000-21-SP-DEM,6127a95499432f00086b1921,NULL,SMUL/RESID/DRU,NULL,2022-02-11,2022-02-11,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012344-0,5943-21-SP-ALV,61268a27ab755b0009edd11b,NULL,SMUL/PARHIS/DPS,NULL,2022-02-14,2022-02-14,2023-09-05 19:09:00,NULL
AprovaDigital,1020.2021/0012344-0,5943-21-SP-ALV,61268a27ab755b0009edd11b,NULL,SMUL/PARHIS/DPS,NULL,2022-03-15,2022-03-15,2023-09-05 19:09:00,NULL
