sistema,processo,protocolo,ano,dtAberturaProcesso,situacao,codigoProcesso,digitoProcesso,dt_inclusao
AprovaDigital,1020.2021/0013943-5,6649-21-SP-REF,2021,2021-09-17,em análise,1020.2021/0013943-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013944-3,6854-21-SP-ALV,2021,2021-09-24,indeferido e encerra,1020.2021/0013944-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013945-1,6110-21-SP-AUT,2021,2021-08-30,deferido,1020.2021/0013945-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013946-0,5245-21-SP-AUT,2021,2021-08-04,deferido,1020.2021/0013946-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013947-8,6864-21-SP-ALV,2021,2021-09-24,indeferido e encerra,1020.2021/0013947-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013948-6,5143-21-SP-AUT,2021,2021-08-02,deferido,1020.2021/0013948-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013949-4,6865-21-SP-ALV,2021,2021-09-24,indeferido e encerra,1020.2021/0013949-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013950-8,6867-21-SP-ALV,2021,2021-09-24,indeferido e encerra,1020.2021/0013950-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013951-6,6775-21-SP-ALV,2021,2021-09-22,deferido,1020.2021/0013951-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013952-4,2740-21-SP-ALV,2021,2021-04-29,indeferido,1020.2021/0013952-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013953-2,6801-21-SP-ALV,2021,2021-09-22,desistido,1020.2021/0013953-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013954-0,6797-21-SP-ALV,2021,2021-09-22,em análise,1020.2021/0013954-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013956-7,6844-21-SP-ALV,2021,2021-09-23,indeferido,1020.2021/0013956-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013957-5,6823-21-SP-ALV,2021,2021-09-23,deferido,1020.2021/0013957-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013959-1,6322-21-SP-CER,2021,2021-09-04,em análise,1020.2021/0013959-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013960-5,6573-21-SP-CDT,2021,2021-09-15,deferido,1020.2021/0013960-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013961-3,6138-21-SP-REF,2021,2021-08-31,indeferido,1020.2021/0013961-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013962-1,2985-21-SP-ALV,2021,2021-05-10,em análise,1020.2021/0013962-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013963-0,6619-21-SP-ALV,2021,2021-09-16,deferido,1020.2021/0013963-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013964-8,6641-21-SP-ALV,2021,2021-09-17,em análise,1020.2021/0013964-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013965-6,6872-21-SP-ALV,2021,2021-09-24,deferido,1020.2021/0013965-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013966-4,6634-21-SP-ALV,2021,2021-09-17,em análise,1020.2021/0013966-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013967-2,4668-21-SP-REF,2021,2021-07-15,em análise,1020.2021/0013967-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013968-0,6682-21-SP-REF,2021,2021-09-20,em análise,1020.2021/0013968-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013969-9,6699-21-SP-ALV,2021,2021-09-20,deferido,1020.2021/0013969-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013970-2,6523-21-SP-ALV,2021,2021-09-13,deferido,1020.2021/0013970-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013971-0,6723-21-SP-ALV,2021,2021-09-21,deferido,1020.2021/0013971-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013972-9,6666-21-SP-HEL,2021,2021-09-17,deferido,1020.2021/0013972-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013973-7,5134-21-SP-REF,2021,2021-07-31,em análise,1020.2021/0013973-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013974-5,6636-21-SP-REF,2021,2021-09-17,em análise,1020.2021/0013974-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013975-3,6626-21-SP-ALV,2021,2021-09-17,deferido,1020.2021/0013975-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013976-1,6643-21-SP-ALV,2021,2021-09-17,deferido,1020.2021/0013976-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013977-0,6683-21-SP-DEM,2021,2021-09-20,deferido,1020.2021/0013977-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013978-8,6705-21-SP-ALV,2021,2021-09-20,deferido,1020.2021/0013978-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013979-6,6704-21-SP-ALV,2021,2021-09-20,deferido,1020.2021/0013979-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013980-0,6701-21-SP-ALV,2021,2021-09-20,deferido,1020.2021/0013980-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013981-8,6670-21-SP-ALV,2021,2021-09-18,em análise,1020.2021/0013981-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013982-6,6522-21-SP-ALV,2021,2021-09-13,deferido,1020.2021/0013982-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013983-4,6719-21-SP-ALV,2021,2021-09-20,em análise,1020.2021/0013983-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013984-2,6748-21-SP-ALV,2021,2021-09-21,indeferido,1020.2021/0013984-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013985-0,6770-21-SP-REF,2021,2021-09-22,em análise,1020.2021/0013985-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013986-9,6772-21-SP-ALV,2021,2021-09-22,deferido,1020.2021/0013986-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013987-7,6879-21-SP-ALV,2021,2021-09-24,deferido,1020.2021/0013987-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013988-5,6863-21-SP-ALV,2021,2021-09-24,deferido,1020.2021/0013988-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0013989-3,6861-21-SP-ALV,2021,2021-09-24,deferido,1020.2021/0013989-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014003-4,6869-21-SP-AUT,2021,2021-09-24,deferido,1020.2021/0014003-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014032-8,6888-21-SP-ALV,2021,2021-09-26,indeferido,1020.2021/0014032-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014121-9,6877-21-SP-ALV,2021,2021-09-24,em análise,1020.2021/0014121-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014122-7,6846-21-SP-ALV,2021,2021-09-23,deferido,1020.2021/0014122-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014124-3,6831-21-SP-ALV,2021,2021-09-23,deferido,1020.2021/0014124-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014125-1,6896-21-SP-ALV,2021,2021-09-27,deferido,1020.2021/0014125-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014127-8,5796-21-SP-REF,2021,2021-08-20,em análise,1020.2021/0014127-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014128-6,5921-21-SP-DLR,2021,2021-08-25,em análise,1020.2021/0014128-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014129-4,6376-21-SP-CDT,2021,2021-09-08,deferido,1020.2021/0014129-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014130-8,6769-21-SP-CER,2021,2021-09-22,deferido,1020.2021/0014130-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014131-6,6253-21-SP-CER,2021,2021-09-02,em análise,1020.2021/0014131-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014132-4,6804-21-SP-CDT,2021,2021-09-22,em análise,1020.2021/0014132-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014133-2,6365-21-SP-ALV,2021,2021-09-08,deferido,1020.2021/0014133-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014134-0,6906-21-SP-ALV,2021,2021-09-27,em análise,1020.2021/0014134-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014135-9,6689-21-SP-ALV,2021,2021-09-20,deferido,1020.2021/0014135-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014136-7,6710-21-SP-ALV,2021,2021-09-20,deferido,1020.2021/0014136-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014137-5,6686-21-SP-REF,2021,2021-09-20,deferido,1020.2021/0014137-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014138-3,6751-21-SP-ALV,2021,2021-09-21,deferido,1020.2021/0014138-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014139-1,6752-21-SP-ALV,2021,2021-09-21,em análise,1020.2021/0014139-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014140-5,6753-21-SP-ALV,2021,2021-09-21,em análise,1020.2021/0014140-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014141-3,6717-21-SP-ALV,2021,2021-09-20,em análise,1020.2021/0014141-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014142-1,6812-21-SP-ALV,2021,2021-09-23,deferido,1020.2021/0014142-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014143-0,6767-21-SP-APO,2021,2021-09-22,deferido,1020.2021/0014143-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014144-8,6730-21-SP-TAX,2021,2021-09-21,desistido,1020.2021/0014144-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014145-6,6732-21-SP-TAX,2021,2021-09-21,desistido,1020.2021/0014145-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014146-4,6736-21-SP-TAX,2021,2021-09-21,deferido,1020.2021/0014146-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0014147-2,6739-21-SP-TAX,2021,2021-09-21,deferido,1020.2021/0014147-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016500-2,7420-21-SP-ALV,2021,2021-10-18,indeferido,1020.2021/0016500-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016501-0,7471-21-SP-ALV,2021,2021-10-19,indeferido,1020.2021/0016501-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016502-9,7507-21-SP-ALV,2021,2021-10-20,deferido,1020.2021/0016502-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016503-7,7595-21-SP-ALV,2021,2021-10-25,deferido,1020.2021/0016503-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016504-5,7442-21-SP-ALV,2021,2021-10-19,deferido,1020.2021/0016504-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016505-3,7585-21-SP-ALV,2021,2021-10-23,deferido,1020.2021/0016505-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016506-1,7653-21-SP-ALV,2021,2021-10-26,deferido,1020.2021/0016506-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016507-0,7590-21-SP-ALV,2021,2021-10-25,deferido,1020.2021/0016507-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016508-8,7609-21-SP-ALV,2021,2021-10-25,deferido,1020.2021/0016508-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016509-6,7539-21-SP-ALV,2021,2021-10-21,deferido,1020.2021/0016509-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016510-0,7155-21-SP-ALV,2021,2021-10-06,em análise,1020.2021/0016510-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016511-8,7762-21-SP-ALV,2021,2021-10-28,deferido,1020.2021/0016511-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016512-6,7522-21-SP-REF,2021,2021-10-21,em análise,1020.2021/0016512-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016513-4,7579-21-SP-ALV,2021,2021-10-22,deferido,1020.2021/0016513-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016514-2,7601-21-SP-REF,2021,2021-10-25,em análise,1020.2021/0016514-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016515-0,7604-21-SP-REF,2021,2021-10-25,em análise,1020.2021/0016515-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016516-9,7606-21-SP-ALV,2021,2021-10-25,deferido,1020.2021/0016516-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016517-7,7185-21-SP-ALV,2021,2021-10-06,em análise,1020.2021/0016517-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016518-5,7246-21-SP-ALV,2021,2021-10-08,em análise,1020.2021/0016518-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016519-3,7551-21-SP-ALV,2021,2021-10-21,deferido,1020.2021/0016519-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016520-7,7578-21-SP-ALV,2021,2021-10-22,deferido,1020.2021/0016520-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016521-5,7499-21-SP-ALV,2021,2021-10-20,deferido,1020.2021/0016521-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016567-3,7778-21-SP-ALV,2021,2021-10-29,indeferido e encerra,1020.2021/0016567-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016568-1,7777-21-SP-ALV,2021,2021-10-29,indeferido,1020.2021/0016568-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016569-0,7768-21-SP-ALV,2021,2021-10-28,em análise,1020.2021/0016569-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016570-3,7782-21-SP-ALV,2021,2021-10-29,deferido,1020.2021/0016570-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016571-1,7776-21-SP-ALV,2021,2021-10-29,deferido,1020.2021/0016571-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016572-0,7769-21-SP-ALV,2021,2021-10-28,em análise,1020.2021/0016572-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016573-8,7766-21-SP-ALV,2021,2021-10-28,deferido,1020.2021/0016573-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016574-6,7764-21-SP-ALV,2021,2021-10-28,deferido,1020.2021/0016574-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016575-4,7789-21-SP-ALV,2021,2021-10-29,em análise,1020.2021/0016575-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016576-2,7672-21-SP-ALV,2021,2021-10-26,em análise,1020.2021/0016576-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016577-0,7801-21-SP-ALV,2021,2021-10-29,indeferido e encerra,1020.2021/0016577-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016578-9,7256-21-SP-REF,2021,2021-10-08,em análise,1020.2021/0016578-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016579-7,7809-21-SP-ALV,2021,2021-10-29,indeferido e encerra,1020.2021/0016579-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016580-0,7498-21-SP-ALV,2021,2021-10-20,deferido,1020.2021/0016580-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016581-9,7450-21-SP-ALV,2021,2021-10-19,deferido,1020.2021/0016581-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016582-7,7220-21-SP-ALV,2021,2021-10-08,deferido,1020.2021/0016582-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016583-5,7610-21-SP-ALV,2021,2021-10-25,em análise,1020.2021/0016583-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016584-3,7547-21-SP-ALV,2021,2021-10-21,deferido,1020.2021/0016584-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016585-1,7662-21-SP-ALV,2021,2021-10-26,em análise,1020.2021/0016585-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016586-0,7675-21-SP-ALV,2021,2021-10-26,deferido,1020.2021/0016586-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016587-8,7607-21-SP-ALV,2021,2021-10-25,deferido,1020.2021/0016587-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016588-6,7447-21-SP-APO,2021,2021-10-19,deferido,1020.2021/0016588-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016589-4,7517-21-SP-CDT,2021,2021-10-21,deferido,1020.2021/0016589-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016590-8,7647-21-SP-ALV,2021,2021-10-26,em análise,1020.2021/0016590-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016591-6,7613-21-SP-ALV,2021,2021-10-25,deferido,1020.2021/0016591-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016592-4,7652-21-SP-ALV,2021,2021-10-26,deferido,1020.2021/0016592-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016593-2,7644-21-SP-ALV,2021,2021-10-26,em análise,1020.2021/0016593-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016595-9,7824-21-SP-ALV,2021,2021-10-30,indeferido e encerra,1020.2021/0016595-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016596-7,7826-21-SP-ALV,2021,2021-10-30,indeferido e encerra,1020.2021/0016596-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016597-5,7827-21-SP-ALV,2021,2021-10-31,indeferido e encerra,1020.2021/0016597-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016598-3,7828-21-SP-ALV,2021,2021-10-31,indeferido e encerra,1020.2021/0016598-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016647-5,7834-21-SP-ALV,2021,2021-10-31,indeferido e encerra,1020.2021/0016647-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016648-3,7836-21-SP-ALV,2021,2021-10-31,indeferido e encerra,1020.2021/0016648-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016649-1,7837-21-SP-ALV,2021,2021-10-31,indeferido e encerra,1020.2021/0016649-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016650-5,7842-21-SP-ALV,2021,2021-11-01,indeferido e encerra,1020.2021/0016650-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016651-3,7847-21-SP-ALV,2021,2021-11-01,indeferido e encerra,1020.2021/0016651-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016659-9,7715-21-SP-ALV,2021,2021-10-27,deferido,1020.2021/0016659-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016660-2,7742-21-SP-ALV,2021,2021-10-28,em análise,1020.2021/0016660-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016661-0,7810-21-SP-ALV,2021,2021-10-29,deferido,1020.2021/0016661-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016662-9,7811-21-SP-ALV,2021,2021-10-29,em análise,1020.2021/0016662-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016663-7,7846-21-SP-ALV,2021,2021-11-01,em análise,1020.2021/0016663-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016664-5,7588-21-SP-REF,2021,2021-10-23,em análise,1020.2021/0016664-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016665-3,7702-21-SP-ALV,2021,2021-10-27,indeferido,1020.2021/0016665-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016666-1,7792-21-SP-ALV,2021,2021-10-29,desistido,1020.2021/0016666-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016667-0,7167-21-SP-ALV,2021,2021-10-06,deferido,1020.2021/0016667-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016668-8,7771-21-SP-ALV,2021,2021-10-28,deferido,1020.2021/0016668-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016669-6,7869-21-SP-ALV,2021,2021-11-03,deferido,1020.2021/0016669-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016670-0,7863-21-SP-AUT,2021,2021-11-03,deferido,1020.2021/0016670-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016671-8,7130-21-SP-REF,2021,2021-10-05,desistido,1020.2021/0016671-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016672-6,7878-21-SP-ALV,2021,2021-11-03,indeferido e encerra,1020.2021/0016672-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016673-4,7891-21-SP-ALV,2021,2021-11-03,indeferido e encerra,1020.2021/0016673-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016675-0,7791-21-SP-ALV,2021,2021-10-29,deferido,1020.2021/0016675-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016676-9,7889-21-SP-ALV,2021,2021-11-03,deferido,1020.2021/0016676-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016677-7,7306-21-SP-CER,2021,2021-10-13,indeferido,1020.2021/0016677-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016678-5,7879-21-SP-APO,2021,2021-11-03,desistido,1020.2021/0016678-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016679-3,7857-21-SP-ALV,2021,2021-11-02,deferido,1020.2021/0016679-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016680-7,7856-21-SP-ALV,2021,2021-11-01,indeferido,1020.2021/0016680-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016723-4,7906-21-SP-ALV,2021,2021-11-04,em análise,1020.2021/0016723-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016724-2,7913-21-SP-ALV,2021,2021-11-04,indeferido e encerra,1020.2021/0016724-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016725-0,7714-21-SP-AUT,2021,2021-10-27,deferido,1020.2021/0016725-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016726-9,7383-21-SP-CER,2021,2021-10-15,em análise,1020.2021/0016726-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016727-7,7223-21-SP-CER,2021,2021-10-08,em análise,1020.2021/0016727-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016728-5,6651-21-SP-CER,2021,2021-09-17,deferido,1020.2021/0016728-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016729-3,7589-21-SP-DLR,2021,2021-10-25,deferido,1020.2021/0016729-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016730-7,7699-21-SP-CER,2021,2021-10-27,em análise,1020.2021/0016730-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016731-5,7718-21-SP-CER,2021,2021-10-27,indeferido,1020.2021/0016731-5,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016732-3,7786-21-SP-CER,2021,2021-10-29,deferido,1020.2021/0016732-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016733-1,5846-21-SP-ALV,2021,2021-08-23,deferido,1020.2021/0016733-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016734-0,6959-21-SP-TAX,2021,2021-09-29,deferido,1020.2021/0016734-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016735-8,7191-21-SP-TAX,2021,2021-10-06,deferido,1020.2021/0016735-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016736-6,7454-21-SP-ALV,2021,2021-10-19,indeferido,1020.2021/0016736-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016737-4,7250-21-SP-ALV,2021,2021-10-08,deferido,1020.2021/0016737-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016738-2,7241-21-SP-ALV,2021,2021-10-08,deferido,1020.2021/0016738-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016739-0,7439-21-SP-REF,2021,2021-10-18,indeferido,1020.2021/0016739-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016740-4,7521-21-SP-ALV,2021,2021-10-21,em análise,1020.2021/0016740-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016741-2,7574-21-SP-ALV,2021,2021-10-22,em análise,1020.2021/0016741-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016742-0,7484-21-SP-APO,2021,2021-10-20,deferido,1020.2021/0016742-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016743-9,7464-21-SP-REF,2021,2021-10-19,em análise,1020.2021/0016743-9,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016744-7,7577-21-SP-APO,2021,2021-10-22,desistido,1020.2021/0016744-7,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016746-3,7541-21-SP-TAX,2021,2021-10-21,deferido,1020.2021/0016746-3,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016747-1,7643-21-SP-REF,2021,2021-10-26,em análise,1020.2021/0016747-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016748-0,7518-21-SP-ALV,2021,2021-10-21,indeferido,1020.2021/0016748-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016749-8,7570-21-SP-ALV,2021,2021-10-22,em análise,1020.2021/0016749-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016750-1,7615-21-SP-ALV,2021,2021-10-25,desistido,1020.2021/0016750-1,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016751-0,7648-21-SP-ALV,2021,2021-10-26,em análise,1020.2021/0016751-0,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016752-8,7626-21-SP-ALV,2021,2021-10-25,em análise,1020.2021/0016752-8,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016753-6,7642-21-SP-ALV,2021,2021-10-26,em análise,1020.2021/0016753-6,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016754-4,7654-21-SP-ALV,2021,2021-10-26,em análise,1020.2021/0016754-4,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016755-2,7731-21-SP-ALV,2021,2021-10-28,deferido,1020.2021/0016755-2,NULL,2023-08-31 14:44:00
AprovaDigital,1020.2021/0016756-0,7712-21-SP-ALV,2021,2021-10-27,deferido,1020.2021/0016756-0,NULL,2023-08-31 14:44:00
